date,scraped_at,country,chart_type,album_name,apple_music_id,rank,previous_rank,image_url,url,artist_name,release_date,genre_names
2026-04-10,2026-04-10T14:22:44,au,country_albums,We Are Never Ever Getting Back Together - Single,1445038730,33,33,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1c/67/b8/1c67b89b-ae64-c01a-b515-32984e155e2f/12UMDIM00612.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/we-are-never-ever-getting-back-together-single/1445038730,Taylor Swift,2012-01-01,Country | Music | Rock
2026-04-10,2026-04-10T14:22:44,au,country_albums,Fearless,1440924803,34,26,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cb/6e/a7/cb6ea70a-6cb8-89a0-4da7-91e2d04a7bba/08PNDIM05386.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/fearless/1440924803,Taylor Swift,2008-11-11,Country | Music | Pop | Adult Contemporary | Honky Tonk | Rock | Contemporary Country
2026-04-10,2026-04-10T14:22:44,au,country_albums,Fearless (Deluxe Version),1440982762,35,38,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/19/69/f7/1969f7d0-2995-fdd8-4843-34a403d6272d/09UMGIM01911.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/fearless-deluxe-version/1440982762,Taylor Swift,2009-01-01,Country | Music | Contemporary Country | Rock | Honky Tonk
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Joker And The Queen (feat. Taylor Swift) - Single,1608894948,36,35,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7b/36/ec/7b36ec5a-d752-167b-849f-2e6f8bdf90d5/190296267987.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-joker-and-the-queen-feat-taylor-swift-single/1608894948,Ed Sheeran,2022-02-11,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Life of a Showgirl,1842897453,37,36,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/30/0c/5a/300c5a57-d3be-a170-f880-f63380ca6312/25UM1IM19577.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-life-of-a-showgirl/1842897453,Taylor Swift,2025-10-03,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Christmas Tree Farm - Single,1490369893,38,37,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ca/55/5a/ca555a0e-c360-26e6-437d-098b0089482a/19UM1IM09492.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/christmas-tree-farm-single/1490369893,Taylor Swift,2019-12-06,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,All Too Well (Sad Girl Autumn Version) [Recorded at Long Pond Studios] - Single,1596155189,39,39,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9a/75/35/9a753585-a52f-8485-46e3-3017f5a69df6/21UM1IM45600.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/all-too-well-sad-girl-autumn-version-recorded-at-long/1596155189,Taylor Swift,2021-11-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,1742073690,40,48,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a3/8a/8d/a38a8de5-ae11-154c-dca5-221e6549caee/24UMGIM44778.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-tortured-poets-department-the-anthology/1742073690,Taylor Swift,2024-04-19,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Life of a Showgirl + Acoustic Collection,1850496031,41,41,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/0e/e5/c7/0ee5c717-114f-f4e8-9f7c-e92dd6eb9152/25UM1IM74420.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-life-of-a-showgirl-acoustic-collection/1850496031,Taylor Swift,2025-11-07,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],1541904688,42,42,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/0f/a0/14/0fa0144d-6cd5-792a-1589-3e1f0c25db49/20UM1IM08851.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/folklore-the-long-pond-studio-sessions-from-the/1541904688,Taylor Swift,2020-11-25,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Midnights (3am Edition / Video Deluxe),1651516410,43,44,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/03/3f/fc/033ffc8e-92c9-a104-d1d8-2737764cd42f/22UM1IM21884.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/midnights-3am-edition-video-deluxe/1651516410,Taylor Swift,2022-10-21,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,...Ready For It? (BloodPop® Remix) - Single,1444620319,44,45,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/a9/80/32/a980324c-4be6-146e-7f11-30afe97a299e/00843930034222.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/ready-for-it-bloodpop-remix-single/1444620319,Taylor Swift & BloodPop®,2017-12-01,Pop | Music | Rock
2026-04-10,2026-04-10T14:22:44,au,country_albums,"Sweeter Than Fiction (From ""One Chance"") - Single",1445315446,45,47,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/70/86/fd/7086fdfa-43e6-091f-b84e-6f2e813dad58/00602537602889.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/sweeter-than-fiction-from-one-chance-single/1445315446,Taylor Swift,2013-01-01,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,This Love (Taylor's Version) - Single,1622051038,46,49,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d3/34/1d/d3341d9b-f10e-1406-180b-99750f7cad26/22UMGIM47170.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/this-love-taylors-version-single/1622051038,Taylor Swift,2022-05-06,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Red (Taylor's Version) [Video Deluxe],1595423133,47,40,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/94/95/85/94958532-4e64-f3b3-84b2-f4d207e31c85/21UM1IM25046.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/red-taylors-version-video-deluxe/1595423133,Taylor Swift,2021-11-15,Pop | Music | Teen Pop
2026-04-10,2026-04-10T14:22:44,au,country_albums,evermore,1544275966,48,46,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/82/33/6e/82336ed3-3d1b-e920-b0a7-61775acd0f33/20UM1IM14847.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/evermore/1544275966,Taylor Swift,2020-12-11,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Today Was a Fairytale - Single,1445023166,49,50,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/86/4e/9d/864e9d62-d860-a067-5252-afc8a36705b2/00602527327358.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/today-was-a-fairytale-single/1445023166,Taylor Swift,2009-01-01,Pop | Music | Country | Honky Tonk
2026-04-10,2026-04-10T14:22:44,au,country_albums,Midnights (3am Edition),1650859878,50,43,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ff/e8/8a/ffe88ac5-9468-0671-9968-3438faad2cc1/22UM1IM22512.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/midnights-3am-edition/1650859878,Taylor Swift,2022-10-21,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Cornelia Street (Live From Paris) - Single,1513212576,51,51,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/81/32/b0/8132b068-3866-006d-1793-b67473e43a04/20UMGIM36104.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/cornelia-street-live-from-paris-single/1513212576,Taylor Swift,2020-05-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Midnights,1649434996,52,55,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/67/b5/01/67b501d5-362e-797e-7dbd-942b9e273084/22UM1IM24801.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/midnights/1649434996,Taylor Swift,2022-10-21,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,evermore (deluxe version),1547316125,53,56,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/18/93/99/189399a7-95e1-324b-e40a-bd9e3ea22a95/20UM1IM14847.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/evermore-deluxe-version/1547316125,Taylor Swift,2021-01-07,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,willow (dancing witch version (Elvira remix)) - Single,1544635855,54,52,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/3f/21/b73f2168-e79d-5f9e-8afd-3f12d689f3d1/20UM1IM16043.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/willow-dancing-witch-version-elvira-remix-single/1544635855,Taylor Swift,2020-12-13,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Delicate (Seeb Remix) - Single,1395482302,55,53,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e5/c6/67/e5c6670d-694d-c96c-e71a-a2e4067fef96/00843930036417.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/delicate-seeb-remix-single/1395482302,Taylor Swift & Seeb,2018-06-08,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,THE TORTURED POETS DEPARTMENT,1736268215,56,54,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/6b/7d/61/6b7d61e4-e6f1-83bc-d645-463aa06b33c4/24UMGIM29563.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-tortured-poets-department/1736268215,Taylor Swift,2024-04-19,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Bad Blood (feat. Kendrick Lamar) - Single,1445058696,57,57,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/16/ac/6f/16ac6fdc-f3cd-6588-bd58-163cf41f7e58/00843930018314.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/bad-blood-feat-kendrick-lamar-single/1445058696,Taylor Swift,2015-05-17,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,folklore (deluxe version),1528111535,58,59,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8c/ef/c2/8cefc23a-61b7-05ff-b52a-bb1e4922087c/20UMGIM64216.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/folklore-deluxe-version/1528111535,Taylor Swift,2020-08-18,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,"Carolina (From The Motion Picture ""Where The Crawdads Sing"") - Single",1631018069,59,58,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/51/5f/41/515f417f-19d6-ea22-e1fb-acebc2ba4f23/22UMGIM67563.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/carolina-from-the-motion-picture-where-the-crawdads/1631018069,Taylor Swift,2022-06-24,Soundtrack | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,the lakes (original version) - Single,1577980739,60,61,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a4/ee/a2/a4eea252-3abd-4b63-90db-1d1c43fb017d/21UMGIM69696.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-lakes-original-version-single/1577980739,Taylor Swift,2021-07-24,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Fearless (Platinum Edition),1440670509,61,63,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d2/01/35/d2013587-6236-59d0-1b7c-a26e61dc14d3/09UMGIM38836.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/fearless-platinum-edition/1440670509,Taylor Swift,2009-01-01,Pop | Music | Country | Honky Tonk | Contemporary Country | Rock
2026-04-10,2026-04-10T14:22:44,au,country_albums,Mine - Single,1445857867,62,62,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2b/e9/8a/2be98aa6-8048-4814-23fa-a60e2cf148cd/10UMGIM20481.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/mine-single/1445857867,Taylor Swift,2010-01-01,Pop | Music | Country | Honky Tonk | Rock
2026-04-10,2026-04-10T14:22:44,au,country_albums,Speak Now - World Tour Live,1413627031,63,71,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/0f/ba/81/0fba81cd-a026-a6db-47b8-26c13fadac1b/00843930036974.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/speak-now-world-tour-live/1413627031,Taylor Swift,2011-11-21,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Lover (First Dance Remix) - Single,1489256793,64,64,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f1/9f/57/f19f57b8-cdad-9c09-abfd-0d8c5ff50943/19UM1IM06850.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/lover-first-dance-remix-single/1489256793,Taylor Swift,2019-11-26,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Lavender Haze (Acoustic Version) - Single,1679400242,65,65,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/01/fb/b1/01fbb1c6-3fe5-1b6a-8c9e-a295734f592e/23UMGIM34990.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/lavender-haze-acoustic-version-single/1679400242,Taylor Swift,2023-03-31,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Red (Big Machine Radio Release Special),1445766378,66,,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/da/ba/bb/dababbea-e44f-008a-7be3-7c1079ed2eb7/18OPBMR00213.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/red-big-machine-radio-release-special/1445766378,Taylor Swift,2012-10-21,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Red (Taylor's Version) (+ A Message from Taylor),1590368275,67,66,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c6/27/9c/c6279c07-9329-827d-31c4-f5d4c7d99ff4/21UM1IM25046.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/red-taylors-version-a-message-from-taylor/1590368275,Taylor Swift,2021-11-12,Pop | Music | Teen Pop
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Taylor Swift Holiday Collection - EP,1439806628,68,68,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c6/01/8b/c6018b3e-ae83-e5ed-9003-5ddb70f4d237/18OPBMR00132.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-taylor-swift-holiday-collection-ep/1439806628,Taylor Swift,2007-10-14,Christmas | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Anti-Hero (ILLENIUM Remix) - Single,1655024524,69,67,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e8/dc/f3/e8dcf385-4f03-088f-3760-5d70e7fbc464/22UM1IM34588.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/anti-hero-illenium-remix-single/1655024524,Taylor Swift & ILLENIUM,2022-11-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Speak Now,1440920310,70,69,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d4/23/57/d423579f-24f7-5c82-ed10-fbfd21ceef25/10UMDIM00487.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/speak-now/1440920310,Taylor Swift,2010-10-25,Country | Music | Rock | Honky Tonk | Contemporary Country
2026-04-10,2026-04-10T14:22:44,au,country_albums,If This Was A Movie (Taylor's Version) - Single,1676967739,71,72,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b4/7a/aa/b47aaad3-7764-1d69-1f18-5bc66fe0c946/21UMGIM09915.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/if-this-was-a-movie-taylors-version-single/1676967739,Taylor Swift,2023-03-17,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Midnights,1645937456,72,60,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/8b/59/4b/8b594b75-5a1a-9a39-e003-b227d09d5b37/22UM1IM07364.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/midnights/1645937456,Taylor Swift,2022-10-21,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Eyes Open (Taylor's Version) - Single,1676966914,73,73,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a3/ff/55/a3ff5538-2fd3-d267-b7c8-12e4b70a2561/21UM1IM25046.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/eyes-open-taylors-version-single/1676966914,Taylor Swift,2023-03-17,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Everything Has Changed (Remix) [feat. Ed Sheeran] - Single,1445060568,74,74,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/39/95/1c/39951c14-0ae6-e2ff-f161-3ed2bca1a325/00843930010424.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/everything-has-changed-remix-feat-ed-sheeran-single/1445060568,Taylor Swift,2013-01-01,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Death By A Thousand Cuts (Live From Paris) - Single,1513198496,75,75,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/f3/e6/f9/f3e6f9e1-f987-7fdd-1e43-46a01800a8fe/20UMGIM36103.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/death-by-a-thousand-cuts-live-from-paris-single/1513198496,Taylor Swift,2020-05-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Cruelest Summer - Single,1712547428,76,76,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ec/80/be/ec80be7c-5e3c-4ac9-ac24-2f51cddabfa3/23UM1IM30381.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-cruelest-summer-single/1712547428,Taylor Swift,2023-10-19,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Man (Live From Paris) - Single,1498695762,77,77,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/16/40/c0/1640c01e-3763-3638-6ad9-984eab741580/20UMGIM11059.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-man-live-from-paris-single/1498695762,Taylor Swift,2020-02-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Anti-Hero (feat. Bleachers) - Single,1653491121,78,,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ff/13/36/ff1336fd-2fe4-2ca7-8b9d-e5c548ebc50e/22UM1IM30667.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/anti-hero-feat-bleachers-single/1653491121,Taylor Swift,2022-11-08,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,cardigan (cabin in candlelight version) - Single,1525625074,79,78,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/d5/74/26/d57426e8-e291-ac08-901b-b84726287f1f/20UMGIM66263.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/cardigan-cabin-in-candlelight-version-single/1525625074,Taylor Swift,2020-07-30,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,All Too Well (10 Minute Version) [The Short Film] - EP,1628961781,80,80,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/a1/0a/70/a10a7060-3e67-a3ef-10de-8d0d0dc2ee87/22UMGIM64540.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/all-too-well-10-minute-version-the-short-film-ep/1628961781,Taylor Swift,2022-06-11,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Daylight (Live From Paris) - Single,1513198628,81,79,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/f4/04/ec/f404ec23-7d5a-4438-1d6d-9b0364d0a5fb/20UMGIM36106.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/daylight-live-from-paris-single/1513198628,Taylor Swift,2020-05-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Delicate (Sawyr and Ryan Tedder Mix) - Single,1389281518,82,81,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a2/4b/1f/a24b1f1e-7a3a-f8f8-8afd-da16804e206f/00843930036158.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/delicate-sawyr-and-ryan-tedder-mix-single/1389281518,"Taylor Swift, Sawyr & Ryan Tedder",2018-05-25,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,willow (90's trend remix) - Single,1571227651,83,83,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/08/45/84/084584e4-7805-bd92-36b0-fc2bd17d8700/21UMGIM52822.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/willow-90s-trend-remix-single/1571227651,Taylor Swift,2021-06-14,Pop | Music | Alternative
2026-04-10,2026-04-10T14:22:44,au,country_albums,Taylor Swift Karaoke: 1989 (Deluxe),1446743614,84,84,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/1d/2a/e1/1d2ae184-0f13-1e12-6a08-72df714d0adc/00602547235299.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/taylor-swift-karaoke-1989-deluxe/1446743614,Taylor Swift,2015-02-01,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Today Was a Fairytale - Single,1436741845,85,85,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/51/98/fa/5198fa72-4ee3-ac6f-4af0-a7adb44462cb/00843930037759.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/today-was-a-fairytale-single/1436741845,Taylor Swift,2011-02-15,Country | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Midnights (The Til Dawn Edition),1689089710,86,70,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/fb/b7/5d/fbb75d98-3b52-2fa5-ca82-658194f3c498/23UMGIM58157.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/midnights-the-til-dawn-edition/1689089710,Taylor Swift,2022-10-21,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,THE TORTURED POETS DEPARTMENT TS The Eras Tour Setlist,1771721470,87,88,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f2/e9/df/f2e9dfd0-6602-1aef-6171-51cd3138df86/24UM1IM07019.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-tortured-poets-department-ts-the-eras-tour-setlist/1771721470,Taylor Swift,2024-10-03,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Safe & Sound (Taylor's Version) - Single,1676966698,88,87,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/71/68/56/71685693-ccea-7640-209b-94a0f974c697/21UM1IM25046.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/safe-sound-taylors-version-single/1676966698,"Taylor Swift, Joy Williams & John Paul White",2023-03-17,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,folklore: the yeah I showed up at your party chapter - EP,1532357210,89,97,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1b/c4/b5/1bc4b5e0-484b-9a74-2c6a-d7e3cd7aba3b/20UMGIM81892.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/folklore-the-yeah-i-showed-up-at-your-party-chapter-ep/1532357210,Taylor Swift,2020-09-21,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Anti-Hero (Acoustic Version) - Single,1655024126,90,90,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/33/cc/8e/33cc8e67-ec26-7fe6-d8b5-86ab2c588e87/22UM1IM34750.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/anti-hero-acoustic-version-single/1655024126,Taylor Swift,2022-11-10,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,willow (the witch collection) - EP,1545223630,91,,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/6b/09/db/6b09dbb4-86f6-f477-3d45-fea75f43daf9/20UM1IM17389.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/willow-the-witch-collection-ep/1545223630,Taylor Swift,2020-12-16,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Love Story (Taylor's Version) [Elvira Remix] - Single,1559935030,92,91,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/a3/0b/f5/a30bf5ad-3ba7-ae84-0a79-b4591298c1de/21UMGIM23472.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/love-story-taylors-version-elvira-remix-single/1559935030,Taylor Swift,2021-03-23,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Red,1440935340,93,89,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/25/0d/7e/250d7e42-3a2f-19ac-f865-f1e04a4a1f97/12UMDIM01007.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/red/1440935340,Taylor Swift,2012-01-01,Country | Music | Rock | Contemporary Country | Pop | Teen Pop | Honky Tonk
2026-04-10,2026-04-10T14:22:44,au,country_albums,Lavender Haze (Remixes) - EP,1674643689,94,,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ca/17/c8/ca17c8de-5a90-8b10-537f-930f43c20d5f/23UMGIM20159.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/lavender-haze-remixes-ep/1674643689,Taylor Swift,2023-03-03,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,reputation (Big Machine Radio Release Special),1445765846,95,92,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/7f/81/c1/7f81c122-95d2-c42a-f1d8-49db7cc88951/18OPBMR00211.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/reputation-big-machine-radio-release-special/1445765846,Taylor Swift,2017-11-10,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,betty (Live from the 2020 Academy of Country Music Awards) - Single,1532170566,96,93,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/76/36/c6/7636c614-6bac-f4e4-93dd-b13bfd93f05b/20UMGIM81274.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/betty-live-from-the-2020-academy-of-country-music/1532170566,Taylor Swift,2020-09-18,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Archer (Live From Paris) - Single,1513199534,97,94,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/ef/08/7e/ef087e26-ce7c-d6f6-1600-c754010308d3/20UMGIM36100.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-archer-live-from-paris-single/1513199534,Taylor Swift,2020-05-18,Pop | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,Renegade (Pop Version) - Single,1580595317,98,95,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/62/c1/45/62c14562-2f30-c80b-1619-d4db6feee2d1/25822.jpg/500x500bb.jpg,https://music.apple.com/au/album/renegade-pop-version-single/1580595317,Big Red Machine & Taylor Swift,2021-08-17,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,folklore: the saltbox house chapter - EP,1529191475,99,96,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/10/81/b4/1081b459-1ee5-8122-331d-c91d3c71c8f8/20UMGIM74036.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/folklore-the-saltbox-house-chapter-ep/1529191475,Taylor Swift,2020-08-27,Alternative | Music
2026-04-10,2026-04-10T14:22:44,au,country_albums,The Fate of Ophelia (Alone In My Tower Acoustic Version) - Single,1849693107,100,98,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/71/bb/f3/71bbf388-9714-0193-1445-cc5815b97c90/25UM1IM72968.rgb.jpg/500x500bb.jpg,https://music.apple.com/au/album/the-fate-of-ophelia-alone-in-my-tower-acoustic/1849693107,Taylor Swift,2025-10-31,Pop | Music
